DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5
-6,11,1019,NW,77.35,0,0,43
-7,11,1019,NW,82.27,0,0,50
-7,10,1019,NW,86.29,0,0,43
-7,9,1020,NW,89.42,0,0,44
-6,7,1020,NW,91.21,0,0,40
-5,7,1019,NW,95.23,0,0,35
-4,4,1019,NW,97.02,0,0,32
-3,2,1019,NW,100.15,0,0,27
-2,2,1019,NW,101.94,0,0,24
-3,1,1019,NW,103.73,0,0,40
-2,2,1020,NW,105.52,0,0,42
-3,0,1020,NW,108.65,0,0,38
-1,4,1021,NW,110.44,0,0,28
-2,8,1022,NW,113.57,0,0,27
-4,10,1021,NW,115.36,0,0,38
-5,11,1021,cv,0.89,0,0,51
-5,12,1020,cv,1.78,0,0,42
-6,13,1019,cv,3.57,0,0,29
-5,14,1019,cv,5.36,0,0,50
-5,14,1019,SE,1.79,0,0,60
-4,12,1019,SE,4.92,0,0,60
-2,10,1019,cv,0.89,0,0,61
1,6,1019,cv,1.34,0,0,69
2,5,1020,cv,2.23,0,0,79
1,4,1020,cv,2.68,0,0,94
1,3,1021,NE,0.89,0,0,102
1,2,1022,cv,0.89,0,0,106
1,2,1022,SE,0.89,0,0,102
1,2,1022,SE,2.68,0,0,119
1,4,1023,SE,4.47,0,0,114
1,4,1023,cv,0.89,0,0,135
1,5,1023,cv,1.34,0,0,116
3,4,1023,NE,0.89,0,0,107
3,5,1023,NE,1.78,0,0,96
3,6,1024,NE,2.67,0,0,98
4,6,1025,cv,0.89,0,0,104
4,6,1025,cv,1.34,0,0,118
3,9,1025,cv,2.23,0,0,134
3,10,1026,cv,3.12,0,0,128
3,12,1025,cv,4.01,0,0,103
2,12,1025,cv,5.8,0,0,91
3,12,1025,SE,1.79,0,0,95
2,12,1024,SE,3.58,0,0,71
1,13,1024,SE,5.37,0,0,71
1,12,1024,cv,0.89,0,0,44
3,9,1024,SE,0.89,0,0,62
3,6,1024,SE,1.78,0,0,67
3,6,1025,NE,0.89,0,0,105
3,5,1025,SE,0.89,0,0,116
4,5,1025,SE,1.78,0,0,143
3,7,1025,SE,3.57,0,0,160
3,7,1025,SE,4.46,0,0,127
3,6,1025,SE,5.35,0,0,132
3,6,1025,cv,0.89,0,0,116
4,6,1025,NE,0.89,0,0,160
4,6,1024,cv,0.89,0,0,122
4,6,1024,cv,1.78,0,0,122
4,6,1024,NE,0.89,0,0,130
4,6,1024,NW,0.89,0,0,108
4,6,1024,NE,1.79,0,0,112
5,7,1024,NW,3.13,0,1,121
5,7,1024,NW,6.26,0,2,110
5,7,1023,NE,1.79,0,3,108
5,8,1022,NW,3.13,0,4,83
4,7,1021,NW,4.92,0,5,72
5,7,1021,NW,8.05,0,6,62
5,6,1021,NW,12.07,0,7,57
3,5,1020,NW,16.99,0,8,46
3,5,1020,NW,22.8,0,9,48
4,5,1019,cv,0.89,0,10,31
2,5,1019,NW,7.15,0,11,26
1,5,1019,NW,16.09,0,0,22
-1,5,1019,NW,25.03,0,0,19
-1,4,1018,NW,33.97,0,0,17
-3,5,1018,NW,43.8,0,0,12
-5,5,1017,NW,54.98,0,0,12
-6,4,1016,NW,63.92,0,0,10
-8,4,1016,NW,73.75,0,0,12
-10,4,1015,NW,82.69,0,0,10
-11,3,1015,NW,91.63,0,0,7
-12,2,1014,NW,100.57,0,0,9
-12,2,1014,NW,109.51,0,0,11
-12,2,1014,NW,119.34,0,0,11
-12,2,1013,NW,125.15,0,0,11
-12,3,1013,NW,132.3,0,0,9
-11,4,1012,NW,141.24,0,0,11
-12,5,1012,NW,154.2,0,0,12
-11,6,1013,NW,166.27,0,0,17
-11,6,1013,NW,179.23,0,0,13
-12,6,1013,NW,191.3,0,0,17
-12,6,1013,NW,203.37,0,0,15
-11,6,1014,NW,214.55,0,0,15
-12,6,1015,NW,223.49,0,0,13
-11,5,1015,NW,229.3,0,0,12
-12,4,1017,NW,238.24,0,0,14
-12,4,1017,NW,248.07,0,0,11
-12,4,1018,NW,255.22,0,0,9
-12,3,1018,NW,261.03,0,0,10
-12,3,1019,NW,266.84,0,0,11
-12,3,1019,NW,271.76,0,0,13
-12,3,1019,NW,276.68,0,0,10
-12,2,1019,NW,278.47,0,0,12
-12,2,1019,NW,282.49,0,0,12
-12,2,1019,NW,288.3,0,0,13
-13,2,1019,NW,294.11,0,0,12
-13,2,1019,NW,299.92,0,0,13
-13,2,1019,NW,304.84,0,0,10
-12,1,1020,NW,307.97,0,0,14
-14,4,1020,NW,311.99,0,0,25
-12,4,1020,NE,1.79,0,0,22
-13,6,1019,NW,4.02,0,0,18
-13,7,1019,NW,7.15,0,0,26
-13,8,1018,NW,11.17,0,0,26
-16,9,1016,NW,18.32,0,0,26
-16,10,1015,NW,27.26,0,0,24
-15,9,1015,NW,36.2,0,0,26
-14,9,1015,NW,45.14,0,0,22
-12,8,1015,NW,52.29,0,0,23
-12,7,1016,NW,58.1,0,0,34
-11,6,1016,NW,62.12,0,0,43
-10,6,1016,NW,66.14,0,0,45
-11,6,1017,NW,71.95,0,0,35
-11,5,1017,NW,77.76,0,0,8
-11,5,1017,NW,83.57,0,0,6
-10,4,1017,NW,88.49,0,0,9
-11,3,1017,NW,92.51,0,0,12
-15,3,1017,NW,101.45,0,0,11
-17,3,1017,NW,114.41,0,0,8
-16,2,1017,NW,125.59,0,0,14
-17,2,1018,NW,134.53,0,0,10
-15,1,1018,NW,141.68,0,0,7
-16,1,1019,NW,148.83,0,0,7
-16,1,1019,NW,156.88,0,0,10
-16,2,1020,NW,165.82,0,0,14
-16,4,1019,NW,172.97,0,0,17
-17,5,1019,NW,181.91,0,0,15
-17,5,1018,NW,190.85,0,0,14
-18,6,1017,NW,202.03,0,0,11
-18,6,1017,NW,210.97,0,0,12
-18,6,1017,NW,219.02,0,0,12
-20,6,1017,NW,227.07,0,0,8
-18,5,1018,NW,232.88,0,0,7
-18,3,1019,NW,240.93,0,0,15
-18,3,1019,NW,249.87,0,0,11
-20,3,1020,NW,261.05,0,0,18
-20,3,1020,NW,273.12,0,0,23
-20,2,1021,NW,284.3,0,0,24
-19,1,1022,NW,288.32,0,0,24
-18,2,1022,NW,293.24,0,0,17
-17,1,1023,NW,298.16,0,0,17
-17,1,1023,NW,303.97,0,0,17
-17,0,1023,NW,309.78,0,0,14
-13,-2,1023,NE,1.79,0,0,12
-12,-4,1024,NW,4.02,0,0,13
-12,-4,1024,NW,8.04,0,0,16
-11,-2,1025,NW,11.17,0,0,15
-12,0,1026,NW,15.19,0,0,23
-14,1,1026,NE,4.92,0,0,26
-14,3,1026,NE,8.94,0,0,25
-16,4,1026,NE,12.96,0,0,31
-16,6,1025,NE,16.09,0,0,27
-16,7,1025,NW,4.02,0,0,18
-15,8,1024,NW,7.15,0,0,18
-14,7,1024,NE,3.13,0,0,26
-13,6,1024,NE,4.92,0,0,19
-12,4,1024,cv,0.89,0,0,32
-9,2,1025,cv,1.34,0,0,36
-7,1,1026,cv,2.23,0,0,49
-8,1,1026,cv,3.12,0,0,55
-5,-1,1027,cv,4.01,0,0,81
-6,-2,1028,NE,0.89,0,0,130
-6,-2,1028,cv,0.89,0,0,144
-6,-3,1028,cv,1.34,0,0,144
-5,-3,1028,NE,0.89,0,0,117
-5,-3,1029,cv,0.89,0,0,162
-5,-3,1029,cv,1.34,0,0,200
-5,-4,1028,NE,0.89,0,0,171
-6,-4,1029,NW,1.79,0,0,145
-5,-4,1029,NW,2.68,0,0,102
-5,-4,1029,cv,0.89,0,0,85
-4,-3,1030,NW,1.79,0,0,103
-4,2,1030,cv,0.89,0,0,83
-5,3,1029,cv,1.78,0,0,112
-6,4,1029,cv,2.67,0,0,146
-6,6,1028,SE,1.79,0,0,183
-6,6,1027,cv,0.89,0,0,191
-7,7,1026,cv,1.78,0,0,225
-9,7,1025,cv,2.67,0,0,227
-9,7,1025,SE,3.13,0,0,145
-8,5,1025,cv,0.89,0,0,125
-7,4,1025,SE,1.79,0,0,130
-8,7,1026,SE,3.58,0,0,122
-1,4,1026,NW,4.92,0,1,113
1,2,1025,NW,8.05,0,2,130
0,1,1025,cv,0.89,0,3,137
0,0,1025,SE,0.89,1,0,137
0,0,1025,SE,1.78,2,0,129
0,0,1024,cv,0.89,0,0,126
0,1,1024,cv,1.78,1,0,136
0,0,1023,NW,1.79,0,0,159
0,0,1023,NW,3.58,0,0,159
0,0,1023,cv,0.89,0,0,180
0,0,1023,cv,1.78,0,0,175
0,0,1023,cv,2.23,0,0,170
0,1,1023,cv,3.12,0,0,171
0,1,1023,cv,4.01,0,0,176
1,1,1023,NE,1.79,0,0,206
1,2,1022,NW,1.79,0,0,252
2,5,1021,cv,0.89,0,0,263
3,6,1020,cv,1.78,0,0,256
1,8,1020,cv,3.57,0,0,182
-5,9,1019,NW,7.15,0,0,10
-5,9,1020,NW,14.3,0,0,13
-5,8,1020,NW,21.45,0,0,17
-5,7,1020,NW,28.6,0,0,20
-4,6,1021,NW,35.75,0,0,25
-5,6,1021,NW,40.67,0,0,20
-5,5,1021,NW,44.69,0,0,19
-7,6,1021,NW,47.82,0,0,23
-6,6,1020,NW,50.95,0,0,18
-5,0,1020,NW,54.08,0,0,17
-5,1,1020,NW,58.1,0,0,20
-5,-1,1020,NW,59.89,0,0,28
-5,-2,1020,NW,61.68,0,0,27
-5,-1,1019,cv,0.45,0,0,35
-3,-2,1019,cv,0.9,0,0,38
-5,-1,1020,cv,1.79,0,0,56
-5,2,1020,cv,3.58,0,0,57
-3,-1,1020,NE,1.79,0,0,75
-3,4,1021,cv,0.89,0,0,70
-5,7,1021,cv,2.68,0,0,50
-4,7,1021,SE,1.79,0,0,51
-4,8,1020,SE,3.58,0,0,58
-6,9,1019,cv,0.89,0,0,56
-7,10,1019,cv,2.68,0,0,62
-8,10,1019,SE,1.79,0,0,64
-7,9,1019,SE,3.58,0,0,72
-5,7,1019,SE,5.37,0,0,69
-2,4,1020,SE,6.26,0,0,66
-2,3,1020,cv,0.89,0,0,57
-2,2,1020,cv,1.78,0,0,93
-2,2,1021,cv,2.23,0,0,114
-3,2,1021,SE,1.79,0,0,135
-3,2,1021,SE,3.58,0,0,157
-3,2,1021,SE,5.37,0,0,179
-3,-1,1020,SE,6.26,0,0,171
-3,-1,1020,cv,0.89,0,0,180
-3,-1,1020,SE,0.89,0,0,189
-2,0,1019,SE,1.78,0,0,219
-3,0,1019,cv,0.89,0,0,174
-3,-1,1019,cv,1.78,0,0,154
-3,-2,1019,NW,0.89,0,0,167
-2,0,1019,NW,2.68,0,0,164
-1,3,1019,NW,4.47,0,0,168
-2,5,1019,cv,0.89,0,0,179
-2,6,1018,cv,1.78,0,0,164
-2,6,1017,cv,2.67,0,0,170
-2,7,1016,cv,3.56,0,0,157
-2,8,1016,cv,4.45,0,0,156
-2,8,1016,cv,5.34,0,0,156
-2,8,1016,NW,1.79,0,0,153
-6,11,1017,NW,8.94,0,0,152
-9,10,1018,NW,16.99,0,0,17
-9,8,1020,NW,29.06,0,0,13
-9,7,1020,NW,38.89,0,0,11
-9,6,1022,NW,43.81,0,0,12
-11,5,1022,NW,48.73,0,0,8
-12,5,1023,NW,57.67,0,0,7
-13,4,1023,NW,67.5,0,0,11
-12,4,1023,NW,76.44,0,0,7
-13,4,1024,NW,86.27,0,0,9
-11,3,1025,NW,94.32,0,0,10
-11,3,1024,NW,103.26,0,0,6
-11,2,1025,NW,109.07,0,0,12
-9,1,1025,cv,0.89,0,0,13
-8,0,1025,NW,4.02,0,0,14
-9,1,1026,cv,0.89,0,0,22
-10,3,1027,NE,1.79,0,0,27
-11,5,1027,NE,5.81,0,0,20
-12,7,1027,NW,3.13,0,0,22
-12,8,1025,NE,4.02,0,0,24
-12,8,1024,cv,0.89,0,0,23
-12,9,1024,cv,1.78,0,0,22
-11,9,1023,SE,3.13,0,0,31
-11,9,1023,SE,7.15,0,0,36
-10,7,1023,SE,11.17,0,0,36
-9,7,1024,cv,3.13,0,0,51
-8,6,1024,cv,4.92,0,0,67
-6,3,1024,SE,1.79,0,0,NA
-4,0,1024,cv,0.89,0,0,NA
-4,-1,1024,NE,1.79,0,0,NA
-4,0,1023,cv,0.89,0,0,NA
-5,-3,1023,NE,0.89,0,0,NA
-4,-2,1023,NW,1.79,0,0,NA
-4,-2,1024,NW,2.68,0,0,NA
-5,-4,1024,NW,4.47,0,0,NA
-5,-4,1024,NW,5.36,0,0,NA
-5,-4,1024,NW,7.15,0,0,NA
-5,-3,1024,NW,8.04,0,0,NA
-5,-4,1024,NW,9.83,0,0,NA
-3,2,1025,NW,12.96,0,0,NA
-4,4,1025,NW,16.98,0,0,NA
-5,6,1024,NW,21.9,0,0,NA
-6,7,1024,NE,4.02,0,0,NA
-7,9,1023,NW,3.13,0,0,NA
-7,10,1022,cv,0.89,0,0,NA
-7,11,1022,cv,1.78,0,0,NA
-8,10,1021,cv,2.67,0,0,NA
-7,9,1021,SE,1.79,0,0,57
-6,7,1021,SE,2.68,0,0,87
-3,4,1022,SE,3.57,0,0,110
-4,2,1022,SE,4.46,0,0,132
-2,3,1022,cv,0.89,0,0,159
-2,2,1023,SE,0.89,0,0,134
-2,1,1022,cv,0.89,0,0,141
-2,0,1022,SE,0.89,0,0,153
-3,-1,1022,SE,1.78,0,0,149
-3,0,1021,SE,2.67,0,0,163
-3,0,1021,cv,0.89,0,0,164
-4,-1,1021,cv,1.78,0,0,248
-4,-3,1020,NE,0.89,0,0,334
-3,-2,1020,cv,0.45,0,0,370
-3,-2,1020,NW,1.79,0,0,331
-4,-3,1020,NE,0.89,0,0,293
-3,-2,1020,cv,0.89,0,0,305
-1,3,1019,NW,1.79,0,0,285
-1,4,1019,NW,3.58,0,0,280
-2,6,1019,cv,0.89,0,0,235
-3,8,1018,cv,1.78,0,0,164
-3,8,1017,cv,2.67,0,0,183
-4,9,1017,cv,3.56,0,0,196
-4,9,1016,cv,4.45,0,0,218
-3,9,1017,cv,5.34,0,0,237
-2,6,1017,SE,1.79,0,0,249
-1,3,1018,cv,0.89,0,0,269
-2,3,1019,cv,1.78,0,0,277
-1,1,1020,SE,0.89,0,0,286
-1,1,1020,NE,0.89,0,0,308
-1,1,1020,NE,1.78,0,0,338
-1,0,1019,cv,0.89,0,0,350
0,0,1020,cv,1.34,0,0,404
-2,-1,1019,cv,2.23,0,0,410
-2,-1,1019,NW,1.79,0,0,418
-1,0,1019,cv,0.89,0,0,431
-1,0,1019,SE,0.89,0,0,359
-1,1,1019,NE,0.89,0,0,318
-1,1,1020,NW,1.79,0,0,335
0,2,1021,NW,3.58,0,0,236
0,4,1022,NW,6.71,0,0,226
1,4,1022,cv,0.89,0,0,226
1,6,1023,NW,3.13,0,0,190
1,6,1023,NW,7.15,0,0,84
0,7,1023,NE,1.79,0,0,33
-2,7,1023,NW,4.92,0,0,38
-9,8,1023,NW,12.97,0,0,28
-10,7,1024,NW,21.91,0,0,23
-11,7,1025,NW,29.96,0,0,19
-11,6,1026,NW,37.11,0,0,13
-11,4,1027,NW,42.92,0,0,16
-16,4,1029,NW,48.73,0,0,13
-17,4,1030,NW,55.88,0,0,11
-18,2,1031,NW,63.03,0,0,6
-20,2,1032,NW,71.08,0,0,6
-20,1,1031,NW,76.89,0,0,11
-20,0,1031,NW,82.7,0,0,15
-16,-3,1031,NE,3.13,0,0,16
-16,-4,1031,NW,4.02,0,0,15
-17,-3,1030,NW,4.91,0,0,15
-15,-7,1029,NW,8.04,0,0,12
-14,-5,1029,NW,11.17,0,0,14
-12,-6,1029,NE,1.79,0,0,10
-12,-6,1029,NW,3.13,0,0,21
-13,-2,1029,NE,3.13,0,0,25
-14,1,1029,NW,3.13,0,0,27
-15,2,1029,NW,6.26,0,0,23
-16,3,1028,NW,9.39,0,0,27
-16,4,1026,NW,12.52,0,0,30
-16,5,1025,NW,15.65,0,0,29
-16,6,1024,NW,18.78,0,0,39
-16,6,1023,NW,21.91,0,0,43
-14,6,1023,NW,26.83,0,0,44
-13,5,1023,NW,31.75,0,0,49
-13,4,1023,cv,3.13,0,0,78
-12,4,1024,SE,4.02,0,0,85
-11,4,1024,SE,8.04,0,0,94
-10,3,1024,SE,12.06,0,0,105
-10,3,1024,SE,15.19,0,0,100
-10,3,1024,SE,16.98,0,0,95
-7,-3,1024,cv,0.45,0,0,106
-7,-3,1023,cv,1.34,0,0,116
-8,-6,1023,NW,1.79,0,0,123
-7,-5,1022,cv,0.89,0,0,131
-8,-5,1022,cv,1.78,0,0,155
-8,-5,1022,cv,2.23,0,0,162
-8,-6,1022,NW,0.89,0,0,177
-8,-7,1022,NE,0.89,0,0,148
-7,-5,1023,NW,1.79,0,0,121
-5,-1,1023,NW,3.58,0,0,109
-6,2,1022,cv,0.89,0,0,90
-8,4,1022,cv,1.78,0,0,84
-9,6,1021,cv,2.67,0,0,72
-9,7,1020,cv,4.46,0,0,83
-10,7,1019,cv,7.59,0,0,121
-9,6,1018,SE,3.13,0,0,141
-10,6,1018,SE,6.26,0,0,118
-8,4,1018,SE,8.05,0,0,158
-7,2,1018,SE,9.84,0,0,202
-6,0,1019,SE,11.63,0,0,204
-5,0,1020,cv,0.89,0,0,221
-5,-3,1019,NE,0.89,0,0,209
-4,-2,1019,SE,0.89,0,0,246
-5,-3,1020,NE,1.79,0,0,315
-5,-2,1020,cv,0.89,0,0,326
-4,-3,1020,NW,1.79,0,0,358
-4,-3,1019,NW,2.68,0,0,445
-5,-3,1018,NW,4.47,0,0,413
-5,-3,1018,NW,6.26,0,0,345
-4,-1,1018,cv,0.89,0,0,329
-4,0,1018,NW,1.79,0,0,290
-4,-1,1019,cv,0.45,0,0,248
-3,0,1020,NW,1.79,0,0,284
-4,2,1020,NW,4.92,0,0,247
-3,2,1020,NW,8.05,0,0,246
-8,6,1020,NW,13.86,0,0,109
-13,8,1019,NW,19.67,0,0,33
-14,7,1019,NW,27.72,0,0,20
-15,7,1019,NW,34.87,0,0,14
-16,7,1020,NW,42.02,0,0,11
-16,7,1020,NW,46.94,0,0,8
-16,6,1021,NW,51.86,0,0,9
-16,6,1021,NW,57.67,0,0,17
-17,4,1022,NW,61.69,0,0,20
-15,2,1023,cv,0.89,0,0,17
-14,1,1023,NW,4.02,0,0,13
-16,3,1023,NW,8.04,0,0,22
-13,-1,1023,NW,9.83,0,0,32
-14,0,1023,NW,12.96,0,0,23
-14,2,1023,NW,17.88,0,0,11
-15,2,1023,NW,25.03,0,0,19
-15,2,1022,NW,29.95,0,0,19
-15,1,1022,NW,33.97,0,0,16
-12,-1,1022,NW,35.76,0,0,13
-16,1,1022,NW,38.89,0,0,15
-16,1,1022,NW,42.91,0,0,15
-16,2,1023,NW,46.93,0,0,14
-16,3,1023,NW,50.06,0,0,17
-17,4,1023,NW,54.08,0,0,16
-18,5,1023,NW,61.23,0,0,11
-19,6,1022,NW,68.38,0,0,20
-20,6,1021,NW,77.32,0,0,17
-19,7,1020,NW,85.37,0,0,16
-19,7,1019,NW,92.52,0,0,23
-18,7,1020,NW,97.44,0,0,NA
-17,6,1020,NW,100.57,0,0,NA
-17,5,1020,SE,3.13,0,0,39
-17,5,1020,SE,7.15,0,0,34
-16,4,1019,SE,11.17,0,0,44
-11,-1,1019,SE,12.06,0,0,54
-10,-1,1019,SE,13.85,0,0,69
-9,-2,1018,SE,14.74,0,0,90
-10,-2,1018,SE,16.53,0,0,98
-10,-2,1018,cv,0.89,0,0,120
-10,-3,1017,NE,1.79,0,0,129
-10,-3,1017,NE,2.68,0,0,130
-10,-3,1016,SE,0.89,0,0,142
-9,-4,1015,cv,0.89,0,0,171
-9,-4,1015,cv,1.78,0,0,182
-10,-6,1014,NE,0.89,0,0,184
-7,-4,1014,cv,0.89,0,0,179
-6,-1,1014,cv,1.78,0,0,169
-6,1,1013,cv,2.67,0,0,181
-6,2,1013,cv,3.56,0,0,204
-6,3,1011,cv,4.45,0,0,234
-6,4,1010,cv,6.24,0,0,230
-6,4,1008,SE,1.79,0,0,253
-6,4,1008,SE,3.58,0,0,244
-6,3,1008,cv,0.89,0,0,241
-5,0,1008,NE,1.79,0,0,245
-4,1,1008,SE,0.89,0,0,247
-4,-1,1009,NE,1.79,0,0,276
-4,1,1010,NE,4.92,0,0,285
-5,1,1011,cv,0.89,0,0,161
-23,7,1012,NW,12.96,0,0,68
-22,5,1013,NW,26.82,0,0,73
-22,5,1014,NW,40.68,0,0,63
-20,4,1014,NW,51.86,0,0,63
-18,4,1014,NW,63.04,0,0,53
-16,3,1016,NW,74.22,0,0,37
-16,1,1017,NW,82.27,0,0,14
-17,1,1018,NW,92.1,0,0,11
-17,0,1019,NW,99.25,0,0,9
-15,-1,1020,NW,105.06,0,0,9
-17,1,1022,NW,109.08,0,0,10
-17,1,1023,NW,113.1,0,0,13
-18,2,1024,NW,122.04,0,0,23
-18,3,1024,NW,130.09,0,0,16
-18,4,1023,NW,139.03,0,0,10
-17,4,1023,NW,144.84,0,0,11
-18,4,1022,NW,149.76,0,0,11
-17,4,1022,NW,155.57,0,0,13
-16,4,1022,NW,161.38,0,0,12
-16,4,1022,NW,167.19,0,0,19
-16,3,1023,NW,170.32,0,0,13
-13,-1,1023,NW,173.45,0,0,18
-15,2,1024,SE,3.13,0,0,23
-15,1,1024,NW,1.79,0,0,24
-11,-3,1024,NW,3.58,0,0,36
-12,-2,1024,cv,0.89,0,0,43
-11,-4,1024,NE,1.79,0,0,44
-10,-6,1024,NE,3.58,0,0,45
-11,-7,1024,NW,3.13,0,0,65
-10,-6,1024,cv,0.89,0,0,145
-11,-6,1024,NW,1.79,0,0,131
-11,-7,1024,NW,3.58,0,0,99
-10,-7,1024,cv,0.89,0,0,37
-9,-6,1025,cv,1.78,0,0,97
-7,-3,1026,NW,1.79,0,0,76
-10,0,1026,cv,0.89,0,0,72
-10,1,1026,NW,1.79,0,0,58
-14,3,1025,NW,3.58,0,0,40
-19,4,1024,cv,1.79,0,0,38
-19,5,1023,NW,1.79,0,0,40
-19,5,1022,NW,3.58,0,0,42
-19,5,1022,cv,0.89,0,0,41
-18,3,1022,SE,1.79,0,0,46
-17,1,1022,SE,2.68,0,0,49
-14,0,1023,cv,0.89,0,0,59
-9,-2,1023,SE,0.89,0,0,80
-9,-3,1024,SE,1.78,0,0,71
-9,-4,1024,NE,0.89,0,0,81
-10,-5,1025,NW,1.79,0,0,79
-11,-5,1025,NW,3.58,0,0,122
-11,-5,1025,NW,6.71,0,0,167
-11,-5,1025,NW,9.84,0,0,152
-14,-2,1026,NE,4.92,0,0,78
-14,-2,1026,NE,12.07,0,0,42
-16,-3,1027,NE,16.99,0,0,31
-18,-3,1028,NE,22.8,0,0,24
-19,-4,1029,NE,30.85,0,0,17
-20,-5,1031,NE,34.87,0,0,13
-20,-4,1032,NE,40.68,0,0,23
-21,-4,1033,NE,47.83,0,0,11
-21,-3,1033,NE,54.98,0,0,21
-21,-2,1033,NE,59.9,0,0,18
-23,-1,1033,NE,64.82,0,0,14
-23,-1,1032,NE,69.74,0,0,16
-24,-1,1032,NE,73.76,0,0,12
-24,-1,1032,NE,77.78,0,0,9
-24,-1,1032,NE,81.8,0,0,16
-24,-2,1032,SE,1.79,0,0,14
-21,-3,1033,SE,3.58,0,0,32
-21,-4,1034,cv,0.89,0,0,19
-21,-6,1034,NW,1.79,0,0,20
-18,-6,1035,cv,0.89,0,0,25
-20,-5,1035,cv,1.78,0,0,45
-17,-7,1036,cv,2.67,0,0,51
-16,-8,1035,NW,1.79,0,0,41
-17,-7,1035,cv,0.89,0,0,46
-15,-7,1036,cv,1.34,0,0,37
-15,-9,1035,NE,0.89,0,0,48
-14,-9,1035,NE,1.78,0,0,43
-17,-8,1034,NE,2.67,0,0,77
-16,-8,1034,NE,3.56,0,0,53
-13,-8,1033,NE,4.45,0,0,57
-15,-6,1033,cv,0.89,0,0,78
-16,-5,1033,cv,1.78,0,0,84
-15,-4,1033,cv,2.67,0,0,101
-14,-3,1032,SE,1.79,0,0,117
-14,-2,1030,SE,4.92,0,0,118
-14,-2,1029,SE,9.84,0,0,107
-13,-1,1028,SE,13.86,0,0,90
-11,-1,1028,SE,18.78,0,0,78
-10,-2,1027,SE,23.7,0,0,76
-8,-2,1027,SE,26.83,0,0,79
-8,-4,1026,SE,29.96,0,0,93
-7,-4,1026,SE,31.75,0,0,97
-7,-4,1025,SE,33.54,0,0,97
-6,-5,1025,SE,34.43,0,0,105
-7,-6,1024,SE,36.22,0,0,112
-6,-5,1024,SE,38.01,0,0,119
-7,-6,1024,cv,0.89,0,0,128
-7,-6,1024,cv,1.78,0,0,129
-7,-7,1024,SE,0.89,0,0,132
-7,-7,1023,SE,1.78,0,0,151
-8,-8,1022,NW,1.79,0,0,163
-9,-8,1022,NW,3.58,0,0,166
-7,-7,1021,NE,0.89,0,0,155
-6,-6,1022,NE,1.78,0,0,185
-6,-6,1022,cv,0.89,0,0,192
-6,-6,1022,cv,1.78,1,0,232
-6,-5,1022,SE,1.79,2,0,253
-5,-4,1021,NW,1.79,0,0,292
-5,-3,1021,cv,0.89,0,0,294
-5,-3,1019,cv,1.78,0,0,266
-5,-3,1018,NE,1.79,0,0,289
-5,-3,1018,SE,1.79,0,0,305
-5,-2,1018,SE,3.58,0,0,332
-5,-3,1018,SE,5.37,0,0,316
-6,-3,1018,SE,7.16,0,0,263
-5,-3,1018,SE,8.95,0,0,277
-5,-4,1018,SE,9.84,0,0,282
-5,-4,1018,NE,0.89,0,0,259
-6,-4,1018,cv,0.89,0,0,268
-5,-4,1017,cv,1.78,0,0,313
-7,-6,1017,cv,2.67,0,0,322
-6,-6,1018,NW,1.79,0,0,318
-6,-5,1018,NW,2.68,0,0,327
-9,-8,1018,NW,4.47,0,0,315
-7,-6,1018,NW,7.6,0,0,36
-9,-6,1018,NW,9.39,0,0,9
-10,-3,1019,NW,16.54,0,0,12
-14,-2,1021,NW,24.59,0,0,12
-16,-1,1021,NW,33.53,0,0,12
-18,0,1022,NW,41.58,0,0,9
-18,1,1022,NW,44.71,0,0,14
-18,2,1022,NW,51.86,0,0,15
-19,3,1021,NW,59.01,0,0,20
-19,2,1021,NW,66.16,0,0,18
-19,2,1021,NW,73.31,0,0,16
-19,3,1021,NW,81.36,0,0,14
-18,2,1022,NW,89.41,0,0,15
-18,1,1023,NW,96.56,0,0,11
-18,1,1023,NW,103.71,0,0,14
-18,0,1024,NW,109.52,0,0,20
-18,-1,1025,NW,113.54,0,0,23
-14,-5,1025,NE,0.89,0,0,27
-12,-6,1024,cv,0.89,0,0,38
-13,-5,1024,cv,1.34,0,0,40
-13,-5,1024,NW,1.79,0,0,36
-13,-5,1024,NW,4.92,0,0,54
-14,-5,1023,NW,8.05,0,0,61
-14,-6,1023,cv,0.89,0,0,59
-13,-7,1022,NW,0.89,0,0,71
-13,-9,1022,NE,0.89,0,0,102
-13,-10,1022,NE,1.78,0,0,100
-12,-9,1022,NE,2.67,0,0,99
-12,-8,1023,cv,0.89,0,0,82
-10,-5,1023,cv,1.78,0,0,95
-10,-3,1023,cv,2.67,0,0,71
-11,-1,1022,NE,1.79,0,0,91
-13,0,1021,cv,0.89,0,0,95
-14,1,1020,cv,1.78,0,0,109
-14,2,1019,cv,2.67,0,0,113
-15,3,1019,cv,3.56,0,0,125
-15,1,1019,NE,1.79,0,0,138
-12,-1,1019,NW,1.79,0,0,128
-15,0,1020,NW,3.58,0,0,138
-11,-4,1021,cv,0.89,0,0,149
-11,-6,1021,NE,1.79,0,0,123
-12,-4,1021,NW,1.79,0,0,78
-13,-3,1022,NW,4.92,0,0,50
-14,-4,1022,cv,0.89,0,0,39
-13,-5,1022,cv,1.78,0,0,34
-13,-8,1022,cv,2.23,0,0,35
-14,-7,1022,cv,3.12,0,0,22
-16,-3,1022,NW,4.02,0,0,13
-16,-2,1022,NW,11.17,0,0,9
